ID_Transactions;Date mutation;Valeur fonciere;ID_Bien;ID_Emplacement
241;43864;79180;241;241
242;43893;55000;242;242
243;43875;97000;243;243
244;43900;44000;244;244
245;43900;82500;245;245
246;43892;230000;246;246
247;43888;13000;247;247
248;43941;103090;248;248
249;43944;95000;249;249
250;43966;36000;250;250
251;43900;100789;251;251
252;43892;76280;252;252
253;43957;65000;253;253
254;43980;151000;254;254
255;43965;134000;255;255
256;43976;56500;256;256
257;43987;47500;257;257
258;43986;44000;258;258
259;43967;41500;259;259
260;43978;95000;260;260
261;43979;87000;261;261
262;43992;53000;262;262
263;44012;36000;263;263
264;43987;70000;264;264
265;44000;169000;265;265
266;43991;148586;266;266
267;43992;140000;267;267
268;44007;45375;268;268
269;43854;55000;269;269
270;43868;290000;270;270
271;43901;110500;271;271
272;43992;67000;272;272
273;43990;43000;273;273
274;43851;111324;274;274
275;43833;164000;275;275
276;43837;131990;276;276
277;43845;74169;277;277
278;43846;106000;278;278
279;43906;135000;279;279
280;43889;59500;280;280
281;43907;108254;281;281
282;43957;45500;282;282
283;43970;55000;283;283
284;44000;41000;284;284
285;43967;172200;285;285
286;43976;100000;286;286
287;43966;96000;287;287
288;43976;153500;288;288
289;43971;35722,61;289;289
290;43991;26500;290;290
291;43834;84000;291;291
292;43833;71000;292;292
293;43840;38550;293;293
294;43851;118500;294;294
295;43836;196000;295;295
296;43841;48000;296;296
297;43833;43000;297;297
298;43851;29800;298;298
299;43850;175000;299;299
300;43852;34000;300;300
301;43847;40000;301;301
302;43845;42000;302;302
303;43851;39735;303;303
304;43859;105000;304;304
305;43844;128690;305;305
306;43853;113330;306;306
307;43846;300000;307;307
308;43850;77000;308;308
309;43859;75000;309;309
310;43833;33880;310;310
311;43850;42800;311;311
312;43868;64000;312;312
313;43861;105375;313;313
314;43860;40000;314;314
315;43865;61000;315;315
316;43871;44585;316;316
317;43854;67830;317;317
318;43853;71000;318;318
319;43868;43000;319;319
320;43866;75000;320;320
321;43861;113000;321;321
322;43874;52800;322;322
323;43875;57000;323;323
324;43875;37000;324;324
325;43857;51000;325;325
326;43865;115000;326;326
327;43861;160500;327;327
328;43868;62500;328;328
329;43875;52500;329;329
330;43860;66450,35;330;330
331;43861;47000;331;331
332;43873;150500;332;332
333;43873;201500;333;333
334;43857;24000;334;334
335;43882;270200;335;335
336;43859;128014,89;336;336
337;43874;90000;337;337
338;43886;68730;338;338
339;43878;19000;339;339
340;43883;44000;340;340
341;43865;37000;341;341
342;43869;67500;342;342
343;43874;76600;343;343
344;43867;52300;344;344
345;43880;40000;345;345
346;43872;80000;346;346
347;43873;62000;347;347
348;43882;146200;348;348
349;43875;61500;349;349
350;43868;88000;350;350
351;43887;77000;351;351
352;43890;63500;352;352
353;43886;58000;353;353
354;43887;230000;354;354
355;43885;135700;355;355
356;43888;76000;356;356
357;43875;61400;357;357
358;43888;44000;358;358
359;43878;69300;359;359
360;43875;41500;360;360
361;43882;230000;361;361
362;43882;220000;362;362
363;43887;67560;363;363
364;43883;39980;364;364
365;43880;61700;365;365
366;43881;70020;366;366
367;43893;226750;367;367
368;43893;81860;368;368
369;43893;69450;369;369
370;43892;33000;370;370
371;43882;83000;371;371
372;43876;62700;372;372
373;43886;44000;373;373
374;43876;43000;374;374
375;43899;101000;375;375
376;43889;77000;376;376
377;43896;70200;377;377
378;43896;43000;378;378
379;43921;47200;379;379
380;43904;65000;380;380
381;43942;70000;381;381
382;43908;46890;382;382
383;43887;54090;383;383
384;43951;43500;384;384
385;43951;77400;385;385
386;43956;128490;386;386
387;43951;130000;387;387
388;43955;87000;388;388
389;43945;155000;389;389
390;43950;19400;390;390
391;43958;51400;391;391
392;43963;35000;392;392
393;43936;110000;393;393
394;43969;64500;394;394
395;43966;86000;395;395
396;43966;45000;396;396
397;43970;87000;397;397
398;43963;111300;398;398
399;43964;230000;399;399
400;43971;67500;400;400
401;43978;105000;401;401
402;43964;28500;402;402
403;43979;27000;403;403
404;43977;113000;404;404
405;43951;48700;405;405
406;43964;29900;406;406
407;43958;29500;407;407
408;43978;46937;408;408
409;43980;55500;409;409
410;43965;142500;410;410
411;43967;35000;411;411
412;43985;32500;412;412
413;43977;64050;413;413
414;43980;60000;414;414
415;43980;45710;415;415
416;43980;55500;416;416
417;43981;35500;417;417
418;43988;20140;418;418
419;43977;25650;419;419
420;43969;126000;420;420
421;43971;61000;421;421
422;43993;54000;422;422
423;43985;30500;423;423
424;43979;80000;424;424
425;43971;28350;425;425
426;43988;78500;426;426
427;43855;57950;427;427
428;43998;55000;428;428
429;43980;63000;429;429
430;43985;62000;430;430
431;43992;134300;431;431
432;44002;56000;432;432
433;43994;130000;433;433
434;43979;41000;434;434
435;43993;272000;435;435
436;43997;117000;436;436
437;43997;75000;437;437
438;43985;206000;438;438
439;43995;83000;439;439
440;44008;35000;440;440
441;44000;300000;441;441
442;43988;33000;442;442
443;44008;57500;443;443
444;43987;63000;444;444
445;44008;25000;445;445
446;43992;225500;446;446
447;44011;55800;447;447
448;44005;135000;448;448
449;43993;95000;449;449
450;43999;64000;450;450
451;44012;135000;451;451
452;44012;90000;452;452
453;43859;75000;453;453
454;43850;41500;454;454
455;43846;41080;455;455
456;43846;310000;456;456
457;43868;159550;457;457
458;43852;150000;458;458
459;43879;165500;459;459
460;43882;67200;460;460
461;43873;230000;461;461
462;43866;220000;462;462
463;43868;53320;463;463
464;43871;49000;464;464
465;43885;110000;465;465
466;43888;238000;466;466
467;43885;55000;467;467
468;43883;53260;468;468
469;43886;120250;469;469
470;43879;119390;470;470
471;43881;117110;471;471
472;43882;85000;472;472
473;43889;140150;473;473
474;43906;113000;474;474
475;43916;26630;475;475
476;43923;64000;476;476
477;43892;56900;477;477
478;43943;114275;478;478
479;43924;123000;479;479
480;43937;98000;480;480
481;43917;43000;481;481
482;43894;30250;482;482
483;43948;50740;483;483
484;43951;146192;484;484
485;43948;40000;485;485
486;43957;80000;486;486
487;43951;65000;487;487
488;43943;112000;488;488
489;43965;85000;489;489
490;43964;47000;490;490
491;43965;67340;491;491
492;43980;65500;492;492
493;43979;125000;493;493
494;43977;153240;494;494
495;43981;75000;495;495
496;43980;23000;496;496
497;43979;107871;497;497
498;43986;33000;498;498
499;43981;187000;499;499
500;43962;51300;500;500
501;43979;45500;501;501
502;43980;59800;502;502
503;43990;75000;503;503
504;43967;32000;504;504
505;43969;36100;505;505
506;43966;50000;506;506
507;43969;81200;507;507
508;43980;148000;508;508
509;43973;46780;509;509
510;43992;233400;510;510
511;43966;165000;511;511
512;43987;55000;512;512
513;43988;34500;513;513
514;43985;125000;514;514
515;43991;144000;515;515
516;44001;179000;516;516
517;43987;181000;517;517
518;43990;278800;518;518
519;43987;220000;519;519
520;43987;136000;520;520
521;44005;30000;521;521
522;43990;85000;522;522
523;43980;39000;523;523
524;44005;19800;524;524
525;44008;21000;525;525
526;43997;202000;526;526
527;43994;44600;527;527
528;43997;39000;528;528
529;43987;212000;529;529
530;43988;152600;530;530
531;43988;66500;531;531
532;43988;69000;532;532
533;44011;76000;533;533
534;43997;51500;534;534
535;44008;141500;535;535
536;43997;153000;536;536
537;44006;85700;537;537
538;44005;19000;538;538
539;43997;190000;539;539
540;44004;202100;540;540
541;44012;64600;541;541
542;44011;90250;542;542
543;43833;616900;543;543
544;43833;212550;544;544
545;43832;229500;545;545
546;43843;191500;546;546
547;43843;140650;547;547
548;43840;228500;548;548
549;43845;112070;549;549
550;43836;212200;550;550
551;43844;195500;551;551
552;43840;158525;552;552
553;43846;171700;553;553
554;43838;340750;554;554
555;43839;179000;555;555
556;43839;121300;556;556
557;43833;317800;557;557
558;43840;262089;558;558
559;43839;314600;559;559
560;43847;767000;560;560
561;43847;116260;561;561
562;43840;414000;562;562
563;43844;413826;563;563
564;43850;327500;564;564
565;43836;643815;565;565
566;43844;652000;566;566
567;43850;113700;567;567
568;43847;1320000;568;568
569;43847;483314;569;569
570;43864;178140;570;570
571;43850;118110;571;571
572;43858;622850;572;572
573;43854;137009;573;573
574;43854;114500;574;574
575;43861;50925;575;575
576;43854;1852500;576;576
577;43854;233470;577;577
578;43868;151500;578;578
579;43851;117800;579;579
580;43866;1022000;580;580
581;43861;200150;581;581
582;43854;121900;582;582
583;43875;294000;583;583
584;43857;301150;584;584
585;43867;78500;585;585
586;43860;376150;586;586
587;43854;199500;587;587
588;43866;149870;588;588
589;43867;107600;589;589
590;43866;228800;590;590
591;43867;151592;591;591
592;43867;417000;592;592
593;43875;130940;593;593
594;43874;397400;594;594
595;43873;77000;595;595
596;43874;291550;596;596
597;43873;262580;597;597
598;43860;1196000;598;598
599;43871;325100;599;599
600;43860;148113;600;600
601;43865;142000;601;601
602;43885;175000;602;602
603;43875;194460;603;603
604;43878;274102;604;604
605;43861;205250;605;605
606;43889;149450;606;606
607;43886;136500;607;607
608;43865;211500;608;608
609;43872;43560;609;609
610;43875;291230;610;610
611;43871;153600;611;611
612;43878;409000;612;612
613;43867;138500;613;613
614;43890;302200;614;614
615;43881;234820;615;615
616;43882;417145;616;616
617;43874;309800;617;617
618;43873;1076000;618;618
619;43873;135500;619;619
620;43845;144400;620;620
621;43851;238000;621;621
622;43888;120625;622;622
623;43878;194030;623;623
624;43882;532500;624;624
625;43894;357100;625;625
626;43880;168782,9;626;626
627;43878;297000;627;627
628;43906;335300;628;628
629;43882;208000;629;629
630;43906;245600;630;630
631;43899;692000;631;631
632;43896;230000;632;632
633;43893;145825;633;633
634;43896;166850;634;634
635;43889;202500;635;635
636;43900;377600;636;636
637;43895;205370;637;637
638;43892;196600;638;638
639;43889;302500;639;639
640;43895;79900;640;640
641;43896;616000;641;641
642;43893;1755000;642;642
643;43917;122500;643;643
644;43906;299250;644;644
645;43896;685500;645;645
646;43907;718626;646;646
647;43916;251750;647;647
648;43921;92500;648;648
649;43910;723000;649;649
650;43902;78850;650;650
651;43913;72500;651;651
652;43923;244370;652;652
653;43921;798000;653;653
654;43930;308000;654;654
655;43928;152500;655;655
656;43941;383450;656;656
657;43944;525000;657;657
658;43936;455240;658;658
659;43942;123900;659;659
660;43916;133000;660;660
661;43872;33609;661;661
662;43872;67991;662;662
663;43937;319000;663;663
664;43945;162300;664;664
665;43948;610000;665;665
666;43957;120560;666;666
667;43951;695000;667;667
668;43956;378000;668;668
669;43956;292500;669;669
670;43951;85100;670;670
671;43948;165000;671;671
672;43966;204700;672;672
673;43969;337000;673;673
674;43966;121700;674;674
675;43965;266000;675;675
676;43951;324250;676;676
677;43957;190450;677;677
678;43962;455000;678;678
679;43970;178525;679;679
680;43970;201400;680;680
681;43955;208500;681;681
682;43920;63000;682;682
683;43970;88550;683;683
684;43970;228000;684;684
685;43962;155550;685;685
686;43949;146430;686;686
687;43971;196100;687;687
688;43965;387000;688;688
689;43966;185000;689;689
690;43976;261250;690;690
691;43965;514000;691;691
692;43980;148750;692;692
693;43977;74000;693;693
694;43965;198200;694;694
695;43966;935000;695;695
696;43979;81300;696;696
697;43969;156250;697;697
698;43965;74400;698;698
699;43986;780000;699;699
700;43986;352960;700;700
701;43970;287000;701;701
702;43971;159200;702;702
703;43966;141000;703;703
704;43970;279000;704;704
705;43976;370545;705;705
706;43979;422000;706;706
707;43971;193700;707;707
708;43971;539280;708;708
709;43971;321175;709;709
710;43976;809000;710;710
711;43979;167500;711;711
712;43973;232180;712;712
713;43976;212700;713;713
714;43986;272600;714;714
715;43993;169600;715;715
716;43992;102800;716;716
717;43991;166500;717;717
718;43980;810000;718;718
719;43992;294975;719;719
720;43985;860000;720;720
721;43991;219990;721;721
722;43985;215200;722;722
723;43994;365580;723;723
724;44001;450000;724;724
725;43987;675000;725;725
726;43993;189400;726;726
727;43990;186600;727;727
728;43997;148900;728;728
729;43987;102700;729;729
730;43985;180000;730;730
731;43984;119100;731;731
732;43991;84112;732;732
733;43992;90500;733;733
734;43999;346000;734;734
735;43980;66000;735;735
736;43986;131600;736;736
737;43997;230300;737;737
738;43970;82000;738;738
739;43997;143000;739;739
740;43994;210000;740;740
741;43990;274000;741;741
742;44011;179900;742;742
743;43990;214000;743;743
744;43998;73000;744;744
745;44008;169000;745;745
746;43951;254280;746;746
747;43984;342000;747;747
748;44012;328300;748;748
749;43992;203300;749;749
750;43998;167960;750;750
751;43999;432500;751;751
752;44012;970000;752;752
753;44001;82500;753;753
754;44004;263500;754;754
755;43987;138800;755;755
756;43994;565000;756;756
757;43999;1582542;757;757
758;43997;52000;758;758
759;43997;155350;759;759
760;44008;401470;760;760
761;44007;166000;761;761
762;43998;285000;762;762
763;44012;445100;763;763
764;44008;137700;764;764
765;44000;147500;765;765
766;43993;113300;766;766
767;43993;439200;767;767
768;43999;277000;768;768
769;44007;85500;769;769
770;43840;172020;770;770
771;43838;415000;771;771
772;43838;214700;772;772
773;43840;421420;773;773
774;43846;635000;774;774
775;43840;171600;775;775
776;43843;278800;776;776
777;43845;183750;777;777
778;43847;435000;778;778
779;43847;111755;779;779
780;43865;124500;780;780
781;43853;121000;781;781
782;43859;84500;782;782
783;43851;407500;783;783
784;43872;96300;784;784
785;43861;341000;785;785
786;43859;115200;786;786
787;43861;559900;787;787
788;43868;257500;788;788
789;43860;50400;789;789
790;43872;187440;790;790
791;43867;157700;791;791
792;43887;129450;792;792
793;43875;584000;793;793
794;43871;111600;794;794
795;43873;92000;795;795
796;43871;104000;796;796
797;43886;186000;797;797
798;43872;244000;798;798
799;43887;283500;799;799
800;43885;124720;800;800
801;43888;192500;801;801
802;43874;103000;802;802
803;43893;156750;803;803
804;43900;120200;804;804
805;43889;36000;805;805
806;43878;111594;806;806
807;43889;611284;807;807
808;43893;57000;808;808
809;43890;88000;809;809
810;43892;173000;810;810
811;43882;143730;811;811
812;43899;65000;812;812
813;43907;308200;813;813
814;43894;486200;814;814
815;43888;161000;815;815
816;43901;207000;816;816
817;43901;70000;817;817
818;43908;87000;818;818
819;43906;353000;819;819
820;43902;77020;820;820
821;43892;112200;821;821
822;43887;327000;822;822
823;43906;119550;823;823
824;43901;148500;824;824
825;43888;485000;825;825
826;43921;78000;826;826
827;43906;657000;827;827
828;43896;187000;828;828
829;43916;141000;829;829
830;43921;250693;830;830
831;43903;355730;831;831
832;43906;900000;832;832
833;43906;122000;833;833
834;43910;404070;834;834
835;43913;304015;835;835
836;43907;208000;836;836
837;43882;480000;837;837
838;43917;170500;838;838
839;43927;253000;839;839
840;43931;289150;840;840
841;43930;74300;841;841
842;43931;275150;842;842
843;43950;230549;843;843
844;43963;307500;844;844
845;43944;550000;845;845
846;43963;148000;846;846
847;43943;199990;847;847
848;43956;113000;848;848
849;43964;209000;849;849
850;43958;302000;850;850
851;43969;289000;851;851
852;43970;188000;852;852
853;43970;51500;853;853
854;43963;149570;854;854
855;43964;202000;855;855
856;43976;309000;856;856
857;43966;395000;857;857
858;43965;94000;858;858
859;43976;660000;859;859
860;43977;96500;860;860
861;43969;136205;861;861
862;43969;158000;862;862
863;43966;305343,5;863;863
864;43971;180740;864;864
865;43971;213000;865;865
866;43971;144000;866;866
867;43971;505000;867;867
868;43979;83000;868;868
869;43980;563000;869;869
870;43970;363000;870;870
871;43971;350710;871;871
872;43990;394000;872;872
873;43979;288000;873;873
874;43977;71000;874;874
875;43978;138000;875;875
876;43987;142400;876;876
877;43966;159500;877;877
878;43965;89000;878;878
879;43979;165000;879;879
880;43994;339000;880;880
881;43984;350000;881;881
882;43986;48600;882;882
883;43977;197000;883;883
884;43984;114000;884;884
885;43969;48000;885;885
886;43977;232800;886;886
887;43992;219400;887;887
888;43992;342500;888;888
889;43991;196000;889;889
890;43986;119000;890;890
891;43984;110000;891;891
892;43990;105000;892;892
893;43986;130000;893;893
894;43997;132480;894;894
895;43979;136000;895;895
896;43994;314000;896;896
897;43976;575000;897;897
898;43979;127500;898;898
899;43992;133000;899;899
900;43978;349200;900;900
901;43984;129000;901;901
902;43984;123500;902;902
903;43997;233000;903;903
904;43990;183950;904;904
905;43984;464500;905;905
906;43987;293000;906;906
907;43983;118000;907;907
908;44005;102000;908;908
909;43994;1100000;909;909
910;43999;81000;910;910
911;43976;163000;911;911
912;43991;295000;912;912
913;43984;1000000;913;913
914;43985;175000;914;914
915;43992;365000;915;915
916;43990;179000;916;916
917;43991;129600;917;917
918;43986;127000;918;918
919;43994;153000;919;919
920;43980;317000;920;920
921;43997;225000;921;921
922;44005;230000;922;922
923;44004;145750;923;923
924;43991;95000;924;924
925;43992;65500;925;925
926;43997;184414;926;926
927;43998;245000;927;927
928;44004;205358;928;928
929;43987;390000;929;929
930;43994;229000;930;930
931;44005;96000;931;931
932;44007;205000;932;932
933;44000;383000;933;933
934;43997;259000;934;934
935;44007;235000;935;935
936;44008;112000;936;936
937;44005;285000;937;937
938;43987;137000;938;938
939;44007;335000;939;939
940;43994;240550;940;940
941;44007;29500;941;941
942;43999;140000;942;942
943;44007;190000;943;943
944;44000;123000;944;944
945;44011;99551;945;945
946;44005;150000;946;946
947;44008;132000;947;947
948;44011;80000;948;948
949;44005;348345;949;949
950;44006;215000;950;950
951;44005;98000;951;951
952;44007;218000;952;952
953;44011;145000;953;953
954;44008;233050;954;954
955;43836;335000;955;955
956;43850;359000;956;956
957;43846;117500;957;957
958;43844;153000;958;958
959;43839;474801;959;959
960;43844;167500;960;960
961;43844;750000;961;961
962;43836;81000;962;962
963;43837;405000;963;963
964;43845;135000;964;964
965;43846;294000;965;965
966;43837;198000;966;966
967;43844;193000;967;967
968;43839;174000;968;968
969;43851;146000;969;969
970;43861;100000;970;970
971;43851;327000;971;971
972;43837;233000;972;972
973;43858;199900;973;973
974;43868;106000;974;974
975;43847;260000;975;975
976;43853;140500;976;976
977;43854;382000;977;977
978;43854;92500;978;978
979;43868;208000;979;979
980;43850;128000;980;980
981;43874;45000;981;981
982;43865;70000;982;982
983;43859;304560;983;983
984;43847;175000;984;984
985;43872;50000;985;985
986;43880;314000;986;986
987;43874;225000;987;987
988;43875;114500;988;988
989;43857;157000;989;989
990;43879;95000;990;990
991;43860;145000;991;991
992;43872;2220000;992;992
993;43861;1100000;993;993
994;43867;169000;994;994
995;43866;300000;995;995
996;43872;420000;996;996
997;43875;104000;997;997
998;43874;137000;998;998
999;43872;152015;999;999
1000;43845;117000;1000;1000
1001;43886;228710;1001;1001
1002;43887;114000;1002;1002
1003;43868;273000;1003;1003
1004;43889;55000;1004;1004
1005;43875;22000;1005;1005
1006;43882;258000;1006;1006
1007;43875;183000;1007;1007
1008;43875;620000;1008;1008
1009;43875;325000;1009;1009
1010;43885;109000;1010;1010
1011;43892;342000;1011;1011
1012;43886;50000;1012;1012
1013;43878;118000;1013;1013
1014;43879;376890;1014;1014
1015;43885;325000;1015;1015
1016;43878;262400;1016;1016
1017;43894;70000;1017;1017
1018;43896;131000;1018;1018
1019;43889;124910;1019;1019
1020;43903;142718;1020;1020
1021;43896;332000;1021;1021
1022;43892;339500;1022;1022
1023;43895;175000;1023;1023
1024;43893;104500;1024;1024
1025;43901;486000;1025;1025
1026;43910;166070;1026;1026
1027;43910;159000;1027;1027
1028;43895;680000;1028;1028
1029;43902;185000;1029;1029
1030;43915;139000;1030;1030
1031;43915;147360;1031;1031
1032;43900;201000;1032;1032
1033;43914;80000;1033;1033
1034;43903;232000;1034;1034
1035;43903;60500;1035;1035
1036;43909;480000;1036;1036
1037;43906;32000;1037;1037
1038;43893;98000;1038;1038
1039;43916;101000;1039;1039
1040;43916;202000;1040;1040
1041;43910;205000;1041;1041
1042;43916;240000;1042;1042
1043;43902;268000;1043;1043
1044;43907;243000;1044;1044
1045;43916;74000;1045;1045
1046;43922;275000;1046;1046
1047;43923;287000;1047;1047
1048;43924;217000;1048;1048
1049;43935;147000;1049;1049
1050;43923;216200;1050;1050
1051;43943;387400;1051;1051
1052;43944;179000;1052;1052
1053;43931;250000;1053;1053
1054;43944;410000;1054;1054
1055;43889;215000;1055;1055
1056;43949;160000;1056;1056
1057;43917;364000;1057;1057
1058;43951;125000;1058;1058
1059;43951;355000;1059;1059
1060;43951;310000;1060;1060
1061;43882;101800;1061;1061
1062;43892;193000;1062;1062
1063;43892;140000;1063;1063
1064;43966;570000;1064;1064
1065;43958;149000;1065;1065
1066;43966;65000;1066;1066
1067;43956;223000;1067;1067
1068;43943;157000;1068;1068
1069;43963;221770;1069;1069
1070;43956;219000;1070;1070
1071;43962;635000;1071;1071
1072;43896;120000;1072;1072
1073;43899;130000;1073;1073
1074;43971;114500;1074;1074
1075;43963;93000;1075;1075
1076;43937;255000;1076;1076
1077;43900;133000;1077;1077
1078;43900;50000;1078;1078
1079;43976;167000;1079;1079
1080;43976;811500;1080;1080
1081;43965;102000;1081;1081
1082;43963;180000;1082;1082
1083;43901;489000;1083;1083
1084;43978;136000;1084;1084
1085;43907;151000;1085;1085
1086;43977;8000;1086;1086
1087;43907;263000;1087;1087
1088;43969;187000;1088;1088
1089;43977;121000;1089;1089
1090;43984;335000;1090;1090
1091;43970;205000;1091;1091
1092;43971;148000;1092;1092
1093;43971;250000;1093;1093
1094;43977;177000;1094;1094
1095;43980;90000;1095;1095
1096;43976;135000;1096;1096
1097;43980;172000;1097;1097
1098;43924;165000;1098;1098
1099;43942;103000;1099;1099
1100;43990;130000;1100;1100
1101;43951;285000;1101;1101
1102;43977;198500;1102;1102
1103;43980;122500;1103;1103
1104;43987;202000;1104;1104
1105;43971;500000;1105;1105
1106;43971;560000;1106;1106
1107;43950;119000;1107;1107
1108;43951;128000;1108;1108
1109;43950;154000;1109;1109
1110;43980;292000;1110;1110
1111;43965;110000;1111;1111
1112;43965;311436;1112;1112
1113;43987;425000;1113;1113
1114;43980;165000;1114;1114
1115;43985;350000;1115;1115
1116;43985;238000;1116;1116
1117;43965;92000;1117;1117
1118;43998;282000;1118;1118
1119;43985;475000;1119;1119
1120;43985;84200;1120;1120
1121;43997;111000;1121;1121
1122;43992;240000;1122;1122
1123;43993;112000;1123;1123
1124;43990;103000;1124;1124
1125;43994;197000;1125;1125
