ID_Transactions;Date_mut;Val_fonc;ID_Bien
131;09/04/2020;190000;131
132;16/03/2020;182000;132
133;26/03/2020;271000;133
134;28/04/2020;114400;134
135;29/04/2020;98000;135
136;17/04/2020;505000;136
137;24/04/2020;289150;137
138;29/04/2020;104000;138
139;30/04/2020;245000;139
140;06/05/2020;115000;140
141;07/05/2020;483800;141
142;07/05/2020;185000;142
143;07/05/2020;188000;143
144;13/05/2020;185000;144
145;05/05/2020;162000;145
146;17/04/2020;76000;146
147;29/04/2020;367000;147
148;19/05/2020;324050;148
149;20/05/2020;170000;149
150;15/05/2020;79370;150
151;15/05/2020;69800;151
152;18/05/2020;54120;152
153;19/05/2020;116500;153
154;12/05/2020;136000;154
155;12/05/2020;234810;155
156;15/05/2020;410000;156
157;14/05/2020;205000;157
158;06/05/2020;294000;158
159;11/05/2020;620000;159
160;12/05/2020;230000;160
161;15/05/2020;469820;161
162;29/05/2020;371550;162
163;12/05/2020;315000;163
164;20/05/2020;82500;164
165;12/05/2020;439785;165
166;18/05/2020;65000;166
167;15/05/2020;469000;167
168;18/05/2020;161000;168
169;19/05/2020;513350;169
170;02/06/2020;83000;170
171;02/06/2020;471810;171
172;11/06/2020;220470;172
173;04/06/2020;243000;173
174;04/06/2020;100000;174
175;29/05/2020;193700;175
176;04/06/2020;100000;176
177;17/06/2020;595600;177
178;26/06/2020;225000;178
179;14/01/2020;106000;179
180;10/01/2020;203400;180
181;07/01/2020;212150;181
182;03/01/2020;102000;182
183;16/01/2020;150200;183
184;13/01/2020;129400;184
185;06/04/2020;130000;185
186;15/05/2020;84800;186
187;20/05/2020;282600;187
188;22/05/2020;145100;188
189;16/01/2020;87000;189
190;03/01/2020;142000;190
191;15/01/2020;66000;191
192;22/01/2020;71500;192
193;10/01/2020;68100;193
194;24/01/2020;58900;194
195;17/02/2020;37900;195
196;14/02/2020;70000;196
197;21/02/2020;112900;197
198;21/02/2020;39500;198
199;24/02/2020;39900;199
200;19/02/2020;78100;200
201;06/02/2020;37015;201
202;12/03/2020;93000;202
203;09/04/2020;35000;203
204;06/04/2020;42500;204
205;09/04/2020;88000;205
206;06/05/2020;80900;206
207;04/05/2020;34000;207
208;18/05/2020;84000;208
209;11/05/2020;90000;209
210;26/05/2020;81500;210
211;26/05/2020;27000;211
212;26/05/2020;20000;212
213;29/05/2020;137000;213
214;30/05/2020;44500;214
215;05/06/2020;75000;215
216;22/05/2020;44000;216
217;25/06/2020;32500;217
218;23/06/2020;35500;218
219;24/06/2020;365000;219
220;24/06/2020;55000;220
221;30/06/2020;29500;221
222;15/01/2020;370000;222
223;07/02/2020;41000;223
224;06/03/2020;107000;224
225;19/06/2020;68700;225
226;10/01/2020;290000;226
227;04/02/2020;57000;227
228;31/01/2020;274000;228
229;06/02/2020;39000;229
230;18/02/2020;102345;230
231;07/02/2020;63500;231
232;04/02/2020;181000;232
233;13/02/2020;125000;233
234;13/02/2020;59000;234
235;17/02/2020;63000;235
236;05/02/2020;90000;236
237;31/01/2020;110000;237
238;12/02/2020;81000;238
239;19/02/2020;67000;239
240;18/02/2020;30000;240
241;03/02/2020;79180;241
242;03/03/2020;55000;242
243;14/02/2020;97000;243
244;10/03/2020;44000;244
245;10/03/2020;82500;245
246;02/03/2020;230000;246
247;27/02/2020;13000;247
248;20/04/2020;103090;248
249;23/04/2020;95000;249
250;15/05/2020;36000;250
251;10/03/2020;100789;251
252;02/03/2020;76280;252
253;06/05/2020;65000;253
254;29/05/2020;151000;254
255;14/05/2020;134000;255
256;25/05/2020;56500;256
257;05/06/2020;47500;257
258;04/06/2020;44000;258
259;16/05/2020;41500;259
260;27/05/2020;95000;260
261;28/05/2020;87000;261
262;10/06/2020;53000;262
263;30/06/2020;36000;263
264;05/06/2020;70000;264
265;18/06/2020;169000;265
266;09/06/2020;148586;266
267;10/06/2020;140000;267
268;25/06/2020;45375;268
269;24/01/2020;55000;269
270;07/02/2020;290000;270
271;11/03/2020;110500;271
272;10/06/2020;67000;272
273;08/06/2020;43000;273
274;21/01/2020;111324;274
275;03/01/2020;164000;275
276;07/01/2020;131990;276
277;15/01/2020;74169;277
278;16/01/2020;106000;278
279;16/03/2020;135000;279
280;28/02/2020;59500;280
281;17/03/2020;108254;281
282;06/05/2020;45500;282
283;19/05/2020;55000;283
284;18/06/2020;41000;284
285;16/05/2020;172200;285
286;25/05/2020;100000;286
287;15/05/2020;96000;287
288;25/05/2020;153500;288
289;20/05/2020;35723;289
290;09/06/2020;26500;290
291;04/01/2020;84000;291
292;03/01/2020;71000;292
293;10/01/2020;38550;293
294;21/01/2020;118500;294
295;06/01/2020;196000;295
296;11/01/2020;48000;296
297;03/01/2020;43000;297
298;21/01/2020;29800;298
299;20/01/2020;175000;299
300;22/01/2020;34000;300
301;17/01/2020;40000;301
302;15/01/2020;42000;302
303;21/01/2020;39735;303
304;29/01/2020;105000;304
305;14/01/2020;128690;305
306;23/01/2020;113330;306
307;16/01/2020;300000;307
308;20/01/2020;77000;308
309;29/01/2020;75000;309
310;03/01/2020;33880;310
311;20/01/2020;42800;311
312;07/02/2020;64000;312
313;31/01/2020;105375;313
314;30/01/2020;40000;314
315;04/02/2020;61000;315
316;10/02/2020;44585;316
317;24/01/2020;67830;317
318;23/01/2020;71000;318
319;07/02/2020;43000;319
320;05/02/2020;75000;320
321;31/01/2020;113000;321
322;13/02/2020;52800;322
323;14/02/2020;57000;323
324;14/02/2020;37000;324
325;27/01/2020;51000;325
326;04/02/2020;115000;326
327;31/01/2020;160500;327
328;07/02/2020;62500;328
329;14/02/2020;52500;329
330;30/01/2020;66450;330
331;31/01/2020;47000;331
332;12/02/2020;150500;332
333;12/02/2020;201500;333
334;27/01/2020;24000;334
335;21/02/2020;270200;335
336;29/01/2020;128015;336
337;13/02/2020;90000;337
338;25/02/2020;68730;338
339;17/02/2020;19000;339
340;22/02/2020;44000;340
341;04/02/2020;37000;341
342;08/02/2020;67500;342
343;13/02/2020;76600;343
344;06/02/2020;52300;344
345;19/02/2020;40000;345
346;11/02/2020;80000;346
347;12/02/2020;62000;347
348;21/02/2020;146200;348
349;14/02/2020;61500;349
350;07/02/2020;88000;350
351;26/02/2020;77000;351
352;29/02/2020;63500;352
353;25/02/2020;58000;353
354;26/02/2020;230000;354
355;24/02/2020;135700;355
356;27/02/2020;76000;356
357;14/02/2020;61400;357
358;27/02/2020;44000;358
359;17/02/2020;69300;359
360;14/02/2020;41500;360
361;21/02/2020;230000;361
362;21/02/2020;220000;362
363;26/02/2020;67560;363
364;22/02/2020;39980;364
365;19/02/2020;61700;365
366;20/02/2020;70020;366
367;03/03/2020;226750;367
368;03/03/2020;81860;368
369;03/03/2020;69450;369
370;02/03/2020;33000;370
371;21/02/2020;83000;371
372;15/02/2020;62700;372
373;25/02/2020;44000;373
374;15/02/2020;43000;374
375;09/03/2020;101000;375
376;28/02/2020;77000;376
377;06/03/2020;70200;377
378;06/03/2020;43000;378
379;31/03/2020;47200;379
380;14/03/2020;65000;380
381;21/04/2020;70000;381
382;18/03/2020;46890;382
383;26/02/2020;54090;383
384;30/04/2020;43500;384
385;30/04/2020;77400;385
386;05/05/2020;128490;386
387;30/04/2020;130000;387
388;04/05/2020;87000;388
389;24/04/2020;155000;389
390;29/04/2020;19400;390
391;07/05/2020;51400;391
392;12/05/2020;35000;392
393;15/04/2020;110000;393
394;18/05/2020;64500;394
395;15/05/2020;86000;395
396;15/05/2020;45000;396
397;19/05/2020;87000;397
398;12/05/2020;111300;398
399;13/05/2020;230000;399
400;20/05/2020;67500;400
401;27/05/2020;105000;401
402;13/05/2020;28500;402
403;28/05/2020;27000;403
404;26/05/2020;113000;404
405;30/04/2020;48700;405
406;13/05/2020;29900;406
407;07/05/2020;29500;407
408;27/05/2020;46937;408
409;29/05/2020;55500;409
410;14/05/2020;142500;410
411;16/05/2020;35000;411
412;03/06/2020;32500;412
413;26/05/2020;64050;413
414;29/05/2020;60000;414
415;29/05/2020;45710;415
416;29/05/2020;55500;416
417;30/05/2020;35500;417
418;06/06/2020;20140;418
419;26/05/2020;25650;419
420;18/05/2020;126000;420
421;20/05/2020;61000;421
422;11/06/2020;54000;422
423;03/06/2020;30500;423
424;28/05/2020;80000;424
425;20/05/2020;28350;425
426;06/06/2020;78500;426
427;25/01/2020;57950;427
428;16/06/2020;55000;428
429;29/05/2020;63000;429
430;03/06/2020;62000;430
431;10/06/2020;134300;431
432;20/06/2020;56000;432
433;12/06/2020;130000;433
434;28/05/2020;41000;434
435;11/06/2020;272000;435
436;15/06/2020;117000;436
437;15/06/2020;75000;437
438;03/06/2020;206000;438
439;13/06/2020;83000;439
440;26/06/2020;35000;440
441;18/06/2020;300000;441
442;06/06/2020;33000;442
443;26/06/2020;57500;443
444;05/06/2020;63000;444
445;26/06/2020;25000;445
446;10/06/2020;225500;446
447;29/06/2020;55800;447
448;23/06/2020;135000;448
449;11/06/2020;95000;449
450;17/06/2020;64000;450
451;30/06/2020;135000;451
452;30/06/2020;90000;452
453;29/01/2020;75000;453
454;20/01/2020;41500;454
455;16/01/2020;41080;455
456;16/01/2020;310000;456
457;07/02/2020;159550;457
458;22/01/2020;150000;458
459;18/02/2020;165500;459
460;21/02/2020;67200;460
461;12/02/2020;230000;461
462;05/02/2020;220000;462
463;07/02/2020;53320;463
464;10/02/2020;49000;464
465;24/02/2020;110000;465
466;27/02/2020;238000;466
467;24/02/2020;55000;467
468;22/02/2020;53260;468
469;25/02/2020;120250;469
470;18/02/2020;119390;470
471;20/02/2020;117110;471
472;21/02/2020;85000;472
473;28/02/2020;140150;473
474;16/03/2020;113000;474
475;26/03/2020;26630;475
476;02/04/2020;64000;476
477;02/03/2020;56900;477
478;22/04/2020;114275;478
479;03/04/2020;123000;479
480;16/04/2020;98000;480
481;27/03/2020;43000;481
482;04/03/2020;30250;482
483;27/04/2020;50740;483
484;30/04/2020;146192;484
485;27/04/2020;40000;485
486;06/05/2020;80000;486
487;30/04/2020;65000;487
488;22/04/2020;112000;488
489;14/05/2020;85000;489
490;13/05/2020;47000;490
491;14/05/2020;67340;491
492;29/05/2020;65500;492
493;28/05/2020;125000;493
494;26/05/2020;153240;494
495;30/05/2020;75000;495
496;29/05/2020;23000;496
497;28/05/2020;107871;497
498;04/06/2020;33000;498
499;30/05/2020;187000;499
500;11/05/2020;51300;500
501;28/05/2020;45500;501
502;29/05/2020;59800;502
503;08/06/2020;75000;503
504;16/05/2020;32000;504
505;18/05/2020;36100;505
506;15/05/2020;50000;506
507;18/05/2020;81200;507
508;29/05/2020;148000;508
509;22/05/2020;46780;509
510;10/06/2020;233400;510
511;15/05/2020;165000;511
512;05/06/2020;55000;512
513;06/06/2020;34500;513
514;03/06/2020;125000;514
515;09/06/2020;144000;515
516;19/06/2020;179000;516
517;05/06/2020;181000;517
518;08/06/2020;278800;518
519;05/06/2020;220000;519
520;05/06/2020;136000;520
521;23/06/2020;30000;521
522;08/06/2020;85000;522
523;29/05/2020;39000;523
524;23/06/2020;19800;524
525;26/06/2020;21000;525
526;15/06/2020;202000;526
527;12/06/2020;44600;527
528;15/06/2020;39000;528
529;05/06/2020;212000;529
530;06/06/2020;152600;530
531;06/06/2020;66500;531
532;06/06/2020;69000;532
533;29/06/2020;76000;533
534;15/06/2020;51500;534
535;26/06/2020;141500;535
536;15/06/2020;153000;536
537;24/06/2020;85700;537
538;23/06/2020;19000;538
539;15/06/2020;190000;539
540;22/06/2020;202100;540
541;30/06/2020;64600;541
542;29/06/2020;90250;542
543;03/01/2020;616900;543
544;03/01/2020;212550;544
545;02/01/2020;229500;545
546;13/01/2020;191500;546
547;13/01/2020;140650;547
548;10/01/2020;228500;548
549;15/01/2020;112070;549
550;06/01/2020;212200;550
551;14/01/2020;195500;551
552;10/01/2020;158525;552
553;16/01/2020;171700;553
554;08/01/2020;340750;554
555;09/01/2020;179000;555
556;09/01/2020;121300;556
557;03/01/2020;317800;557
558;10/01/2020;262089;558
559;09/01/2020;314600;559
560;17/01/2020;767000;560
561;17/01/2020;116260;561
562;10/01/2020;414000;562
563;14/01/2020;413826;563
564;20/01/2020;327500;564
565;06/01/2020;643815;565
566;14/01/2020;652000;566
567;20/01/2020;113700;567
568;17/01/2020;1320000;568
569;17/01/2020;483314;569
570;03/02/2020;178140;570
571;20/01/2020;118110;571
572;28/01/2020;622850;572
573;24/01/2020;137009;573
574;24/01/2020;114500;574
575;31/01/2020;50925;575
576;24/01/2020;1852500;576
577;24/01/2020;233470;577
578;07/02/2020;151500;578
579;21/01/2020;117800;579
580;05/02/2020;1022000;580
581;31/01/2020;200150;581
582;24/01/2020;121900;582
583;14/02/2020;294000;583
584;27/01/2020;301150;584
585;06/02/2020;78500;585
586;30/01/2020;376150;586
587;24/01/2020;199500;587
588;05/02/2020;149870;588
589;06/02/2020;107600;589
590;05/02/2020;228800;590
591;06/02/2020;151592;591
592;06/02/2020;417000;592
593;14/02/2020;130940;593
594;13/02/2020;397400;594
595;12/02/2020;77000;595
596;13/02/2020;291550;596
597;12/02/2020;262580;597
598;30/01/2020;1196000;598
599;10/02/2020;325100;599
600;30/01/2020;148113;600
601;04/02/2020;142000;601
602;24/02/2020;175000;602
603;14/02/2020;194460;603
604;17/02/2020;274102;604
605;31/01/2020;205250;605
606;28/02/2020;149450;606
607;25/02/2020;136500;607
608;04/02/2020;211500;608
609;11/02/2020;43560;609
610;14/02/2020;291230;610
611;10/02/2020;153600;611
612;17/02/2020;409000;612
613;06/02/2020;138500;613
614;29/02/2020;302200;614
615;20/02/2020;234820;615
616;21/02/2020;417145;616
617;13/02/2020;309800;617
618;12/02/2020;1076000;618
619;12/02/2020;135500;619
620;15/01/2020;144400;620
621;21/01/2020;238000;621
622;27/02/2020;120625;622
623;17/02/2020;194030;623
624;21/02/2020;532500;624
625;04/03/2020;357100;625
626;19/02/2020;168783;626
627;17/02/2020;297000;627
628;16/03/2020;335300;628
629;21/02/2020;208000;629
630;16/03/2020;245600;630
631;09/03/2020;692000;631
632;06/03/2020;230000;632
633;03/03/2020;145825;633
634;06/03/2020;166850;634
635;28/02/2020;202500;635
636;10/03/2020;377600;636
637;05/03/2020;205370;637
638;02/03/2020;196600;638
639;28/02/2020;302500;639
640;05/03/2020;79900;640
641;06/03/2020;616000;641
642;03/03/2020;1755000;642
643;27/03/2020;122500;643
644;16/03/2020;299250;644
645;06/03/2020;685500;645
646;17/03/2020;718626;646
647;26/03/2020;251750;647
648;31/03/2020;92500;648
649;20/03/2020;723000;649
650;12/03/2020;78850;650
651;23/03/2020;72500;651
652;02/04/2020;244370;652
653;31/03/2020;798000;653
654;09/04/2020;308000;654
655;07/04/2020;152500;655
656;20/04/2020;383450;656
657;23/04/2020;525000;657
658;15/04/2020;455240;658
659;21/04/2020;123900;659
660;26/03/2020;133000;660
661;11/02/2020;33609;661
662;11/02/2020;67991;662
663;16/04/2020;319000;663
664;24/04/2020;162300;664
665;27/04/2020;610000;665
666;06/05/2020;120560;666
667;30/04/2020;695000;667
668;05/05/2020;378000;668
669;05/05/2020;292500;669
670;30/04/2020;85100;670
671;27/04/2020;165000;671
672;15/05/2020;204700;672
673;18/05/2020;337000;673
674;15/05/2020;121700;674
675;14/05/2020;266000;675
676;30/04/2020;324250;676
677;06/05/2020;190450;677
678;11/05/2020;455000;678
679;19/05/2020;178525;679
680;19/05/2020;201400;680
681;04/05/2020;208500;681
682;30/03/2020;63000;682
683;19/05/2020;88550;683
684;19/05/2020;228000;684
685;11/05/2020;155550;685
686;28/04/2020;146430;686
687;20/05/2020;196100;687
688;14/05/2020;387000;688
689;15/05/2020;185000;689
690;25/05/2020;261250;690
691;14/05/2020;514000;691
692;29/05/2020;148750;692
693;26/05/2020;74000;693
694;14/05/2020;198200;694
695;15/05/2020;935000;695
696;28/05/2020;81300;696
697;18/05/2020;156250;697
698;14/05/2020;74400;698
699;04/06/2020;780000;699
700;04/06/2020;352960;700
701;19/05/2020;287000;701
702;20/05/2020;159200;702
703;15/05/2020;141000;703
704;19/05/2020;279000;704
705;25/05/2020;370545;705
706;28/05/2020;422000;706
707;20/05/2020;193700;707
708;20/05/2020;539280;708
709;20/05/2020;321175;709
710;25/05/2020;809000;710
711;28/05/2020;167500;711
712;22/05/2020;232180;712
713;25/05/2020;212700;713
714;04/06/2020;272600;714
715;11/06/2020;169600;715
716;10/06/2020;102800;716
717;09/06/2020;166500;717
718;29/05/2020;810000;718
719;10/06/2020;294975;719
720;03/06/2020;860000;720
721;09/06/2020;219990;721
722;03/06/2020;215200;722
723;12/06/2020;365580;723
724;19/06/2020;450000;724
725;05/06/2020;675000;725
726;11/06/2020;189400;726
727;08/06/2020;186600;727
728;15/06/2020;148900;728
729;05/06/2020;102700;729
730;03/06/2020;180000;730
731;02/06/2020;119100;731
732;09/06/2020;84112;732
733;10/06/2020;90500;733
734;17/06/2020;346000;734
735;29/05/2020;66000;735
736;04/06/2020;131600;736
737;15/06/2020;230300;737
738;19/05/2020;82000;738
739;15/06/2020;143000;739
740;12/06/2020;210000;740
741;08/06/2020;274000;741
742;29/06/2020;179900;742
743;08/06/2020;214000;743
744;16/06/2020;73000;744
745;26/06/2020;169000;745
746;30/04/2020;254280;746
747;02/06/2020;342000;747
748;30/06/2020;328300;748
749;10/06/2020;203300;749
750;16/06/2020;167960;750
751;17/06/2020;432500;751
752;30/06/2020;970000;752
753;19/06/2020;82500;753
754;22/06/2020;263500;754
755;05/06/2020;138800;755
756;12/06/2020;565000;756
757;17/06/2020;1582542;757
758;15/06/2020;52000;758
759;15/06/2020;155350;759
760;26/06/2020;401470;760
761;25/06/2020;166000;761
762;16/06/2020;285000;762
763;30/06/2020;445100;763
764;26/06/2020;137700;764
765;18/06/2020;147500;765
766;11/06/2020;113300;766
767;11/06/2020;439200;767
768;17/06/2020;277000;768
769;25/06/2020;85500;769
770;10/01/2020;172020;770
771;08/01/2020;415000;771
772;08/01/2020;214700;772
773;10/01/2020;421420;773
774;16/01/2020;635000;774
775;10/01/2020;171600;775
776;13/01/2020;278800;776
777;15/01/2020;183750;777
778;17/01/2020;435000;778
779;17/01/2020;111755;779
780;04/02/2020;124500;780
781;23/01/2020;121000;781
782;29/01/2020;84500;782
783;21/01/2020;407500;783
784;11/02/2020;96300;784
785;31/01/2020;341000;785
786;29/01/2020;115200;786
787;31/01/2020;559900;787
788;07/02/2020;257500;788
789;30/01/2020;50400;789
790;11/02/2020;187440;790
791;06/02/2020;157700;791
792;26/02/2020;129450;792
793;14/02/2020;584000;793
794;10/02/2020;111600;794
795;12/02/2020;92000;795
796;10/02/2020;104000;796
797;25/02/2020;186000;797
798;11/02/2020;244000;798
799;26/02/2020;283500;799
800;24/02/2020;124720;800
801;27/02/2020;192500;801
802;13/02/2020;103000;802
803;03/03/2020;156750;803
804;10/03/2020;120200;804
805;28/02/2020;36000;805
806;17/02/2020;111594;806
807;28/02/2020;611284;807
808;03/03/2020;57000;808
809;29/02/2020;88000;809
810;02/03/2020;173000;810
811;21/02/2020;143730;811
812;09/03/2020;65000;812
813;17/03/2020;308200;813
814;04/03/2020;486200;814
815;27/02/2020;161000;815
816;11/03/2020;207000;816
817;11/03/2020;70000;817
818;18/03/2020;87000;818
819;16/03/2020;353000;819
820;12/03/2020;77020;820
821;02/03/2020;112200;821
822;26/02/2020;327000;822
823;16/03/2020;119550;823
824;11/03/2020;148500;824
825;27/02/2020;485000;825
826;31/03/2020;78000;826
827;16/03/2020;657000;827
828;06/03/2020;187000;828
829;26/03/2020;141000;829
830;31/03/2020;250693;830
831;13/03/2020;355730;831
832;16/03/2020;900000;832
833;16/03/2020;122000;833
834;20/03/2020;404070;834
835;23/03/2020;304015;835
836;17/03/2020;208000;836
837;21/02/2020;480000;837
838;27/03/2020;170500;838
839;06/04/2020;253000;839
840;10/04/2020;289150;840
841;09/04/2020;74300;841
842;10/04/2020;275150;842
843;29/04/2020;230549;843
844;12/05/2020;307500;844
845;23/04/2020;550000;845
846;12/05/2020;148000;846
847;22/04/2020;199990;847
848;05/05/2020;113000;848
849;13/05/2020;209000;849
850;07/05/2020;302000;850
851;18/05/2020;289000;851
852;19/05/2020;188000;852
853;19/05/2020;51500;853
854;12/05/2020;149570;854
855;13/05/2020;202000;855
856;25/05/2020;309000;856
857;15/05/2020;395000;857
858;14/05/2020;94000;858
859;25/05/2020;660000;859
860;26/05/2020;96500;860
861;18/05/2020;136205;861
862;18/05/2020;158000;862
863;15/05/2020;305344;863
864;20/05/2020;180740;864
865;20/05/2020;213000;865
866;20/05/2020;144000;866
867;20/05/2020;505000;867
868;28/05/2020;83000;868
869;29/05/2020;563000;869
870;19/05/2020;363000;870
871;20/05/2020;350710;871
872;08/06/2020;394000;872
873;28/05/2020;288000;873
874;26/05/2020;71000;874
875;27/05/2020;138000;875
876;05/06/2020;142400;876
877;15/05/2020;159500;877
878;14/05/2020;89000;878
879;28/05/2020;165000;879
880;12/06/2020;339000;880
881;02/06/2020;350000;881
882;04/06/2020;48600;882
883;26/05/2020;197000;883
884;02/06/2020;114000;884
885;18/05/2020;48000;885
886;26/05/2020;232800;886
887;10/06/2020;219400;887
888;10/06/2020;342500;888
889;09/06/2020;196000;889
890;04/06/2020;119000;890
891;02/06/2020;110000;891
892;08/06/2020;105000;892
893;04/06/2020;130000;893
894;15/06/2020;132480;894
895;28/05/2020;136000;895
896;12/06/2020;314000;896
897;25/05/2020;575000;897
898;28/05/2020;127500;898
899;10/06/2020;133000;899
900;27/05/2020;349200;900
901;02/06/2020;129000;901
902;02/06/2020;123500;902
903;15/06/2020;233000;903
904;08/06/2020;183950;904
905;02/06/2020;464500;905
906;05/06/2020;293000;906
907;01/06/2020;118000;907
908;23/06/2020;102000;908
909;12/06/2020;1100000;909
910;17/06/2020;81000;910
911;25/05/2020;163000;911
912;09/06/2020;295000;912
913;02/06/2020;1000000;913
914;03/06/2020;175000;914
915;10/06/2020;365000;915
916;08/06/2020;179000;916
917;09/06/2020;129600;917
918;04/06/2020;127000;918
919;12/06/2020;153000;919
920;29/05/2020;317000;920
921;15/06/2020;225000;921
922;23/06/2020;230000;922
923;22/06/2020;145750;923
924;09/06/2020;95000;924
925;10/06/2020;65500;925
926;15/06/2020;184414;926
927;16/06/2020;245000;927
928;22/06/2020;205358;928
929;05/06/2020;390000;929
930;12/06/2020;229000;930
931;23/06/2020;96000;931
932;25/06/2020;205000;932
933;18/06/2020;383000;933
934;15/06/2020;259000;934
935;25/06/2020;235000;935
936;26/06/2020;112000;936
937;23/06/2020;285000;937
938;05/06/2020;137000;938
939;25/06/2020;335000;939
940;12/06/2020;240550;940
941;25/06/2020;29500;941
942;17/06/2020;140000;942
943;25/06/2020;190000;943
944;18/06/2020;123000;944
945;29/06/2020;99551;945
946;23/06/2020;150000;946
947;26/06/2020;132000;947
948;29/06/2020;80000;948
949;23/06/2020;348345;949
950;24/06/2020;215000;950
951;23/06/2020;98000;951
952;25/06/2020;218000;952
953;29/06/2020;145000;953
954;26/06/2020;233050;954
955;06/01/2020;335000;955
956;20/01/2020;359000;956
957;16/01/2020;117500;957
958;14/01/2020;153000;958
959;09/01/2020;474801;959
960;14/01/2020;167500;960
961;14/01/2020;750000;961
962;06/01/2020;81000;962
963;07/01/2020;405000;963
964;15/01/2020;135000;964
965;16/01/2020;294000;965
966;07/01/2020;198000;966
967;14/01/2020;193000;967
968;09/01/2020;174000;968
969;21/01/2020;146000;969
970;31/01/2020;100000;970
971;21/01/2020;327000;971
972;07/01/2020;233000;972
973;28/01/2020;199900;973
974;07/02/2020;106000;974
975;17/01/2020;260000;975
976;23/01/2020;140500;976
977;24/01/2020;382000;977
978;24/01/2020;92500;978
979;07/02/2020;208000;979
980;20/01/2020;128000;980
981;13/02/2020;45000;981
982;04/02/2020;70000;982
983;29/01/2020;304560;983
984;17/01/2020;175000;984
985;11/02/2020;50000;985
986;19/02/2020;314000;986
987;13/02/2020;225000;987
988;14/02/2020;114500;988
989;27/01/2020;157000;989
990;18/02/2020;95000;990
991;30/01/2020;145000;991
992;11/02/2020;2220000;992
993;31/01/2020;1100000;993
994;06/02/2020;169000;994
